Metric,1.0,0.975,0.95,0.925,0.9,0.875,0.85,0.825,0.8,0.775,0.75,0.725,0.7,0.675,0.65,0.625,0.6,0.575,0.55,0.525,0.5,0.475,0.45,0.425,0.4,0.375,0.35,0.325,0.3,0.275,0.25
precision,0.5120076314242489,0.5129694429389756,0.49119046564176844,0.49777315189149507,0.487990994620207,0.4859274585575021,0.4866093911205408,0.474989829208582,0.4688816944856319,0.46662237104915655,0.46419501728143997,0.4663776612820323,0.46289570772038874,0.45982270742405157,0.4604359073276679,0.4655079312469542,0.45448556670864076,0.4468815057933654,0.42147827778003394,0.39487406309693085,0.4104104853898624,0.41542528128948114,0.40305648976784536,0.40305648976784536,0.3696812451660556,0.3642471119991936,0.3681361339077547,0.3642184152405916,0.3642184152405916,0.3555368957723086,0.35566590153144406
recall,0.35900061472900724,0.3593465634603926,0.3520380095321613,0.3481487077879706,0.35000402230842426,0.35104180997158846,0.34779571973731677,0.33501995268971974,0.32582425521404546,0.3218404692096387,0.3197044999344338,0.3196385339079878,0.31478969705712007,0.3087770658409869,0.3019204358325781,0.29891771223409597,0.29749505692046985,0.28420979711670513,0.2551507733569906,0.24749562626692093,0.24700569974771652,0.24566326337744354,0.2354100000331958,0.2354100000331958,0.21271789026565463,0.2080389221087496,0.20645481160501564,0.1905507727998357,0.1905507727998357,0.16190618678225957,0.16050579320795372
mAP@.5,0.36659412012297804,0.36542221501843974,0.36037652149214183,0.35102939313539055,0.34857587390459377,0.3483555297504101,0.34661666800773094,0.33151850993292686,0.3229039507990018,0.3179896113815167,0.31751628039886665,0.3167773602458162,0.3128353028645923,0.30185065802410393,0.29511183511681205,0.2954952808899927,0.2942608337492917,0.2808710523803408,0.2453317494389063,0.2371926788701689,0.23593126729599456,0.23337358664717098,0.22215252674563643,0.22215252674563643,0.19636539870061745,0.19494525557222375,0.19277941672151658,0.17611135185670726,0.17611135185670726,0.1458620108020385,0.14558535733693936
mAP@.5-.95,0.2046630955404968,0.20407874961078734,0.20016364270798878,0.19269161945992266,0.19122766207675024,0.1909922087960538,0.19018227875953955,0.18062097123047116,0.17501710017005,0.17146422414664025,0.17113467108594538,0.17089283476552394,0.16686944502780218,0.1583106453114881,0.15557121835730664,0.1557065561047911,0.15496033505620166,0.14693003721174813,0.12461908469221765,0.11980707099347983,0.1192551900479061,0.11785451238964266,0.11224066723471385,0.11224066723471385,0.09686882645254156,0.09619210656976804,0.09535298939724716,0.08662775742469334,0.08662775742469334,0.06968092503234732,0.06974373654135034
loss1,0.05356129631400108,0.05356999859213829,0.05374378338456154,0.05436664819717407,0.05449296906590462,0.054499488323926926,0.05450035631656647,0.0556018128991127,0.05608338862657547,0.05617300420999527,0.05619684234261513,0.056199610233306885,0.05644630640745163,0.05717003345489502,0.05733884125947952,0.0573464035987854,0.05737842619419098,0.057674817740917206,0.060690656304359436,0.06086397171020508,0.06089303642511368,0.06091160699725151,0.06129032000899315,0.06129032000899315,0.06268411129713058,0.06270422786474228,0.06271516531705856,0.06323736160993576,0.06323736160993576,0.06600165367126465,0.06600792706012726
loss2,0.05515284463763237,0.05517669767141342,0.05529674142599106,0.0556333027780056,0.055644650012254715,0.05563610419631004,0.05566855147480965,0.05603992938995361,0.05629165098071098,0.056331731379032135,0.05633264780044556,0.05634278804063797,0.0565342977643013,0.0568096786737442,0.0568835586309433,0.05687491595745087,0.05690837651491165,0.0571618378162384,0.05819528177380562,0.05835825204849243,0.05837148427963257,0.05840528383851051,0.05863223597407341,0.05863223597407341,0.05930579453706741,0.05931738391518593,0.05935847759246826,0.05958455801010132,0.05958455801010132,0.060368116945028305,0.06037120521068573
loss3,0.0262379702180624,0.026270492002367973,0.026563849300146103,0.02714596502482891,0.027273008599877357,0.027305422350764275,0.027364369481801987,0.02857997827231884,0.029149791225790977,0.029394101351499557,0.02943343110382557,0.02948635444045067,0.02982376143336296,0.03080029971897602,0.03115719184279442,0.031200239434838295,0.03128628805279732,0.03197365626692772,0.03489694744348526,0.03540213033556938,0.03547064960002899,0.0355810821056366,0.0366208516061306,0.0366208516061306,0.03942059725522995,0.03953571617603302,0.03966430574655533,0.04107410088181496,0.04107410088181496,0.04531304910778999,0.045383162796497345
setup_time,0.05326962471008301,0.0538515567779541,0.05661463737487793,0.060104274749755854,0.05551986694335937,0.0557133674621582,0.053837251663208005,0.05621280670166015,0.053412580490112306,0.05737085342407226,0.053882408142089847,0.05445523262023926,0.057308959960937496,0.06570138931274414,0.05620994567871093,0.059818601608276366,0.05630402565002442,0.05602374076843262,0.057903957366943364,0.05348482131958008,0.053841590881347656,0.054621315002441405,0.05841951370239258,0.05324091911315918,0.05764994621276855,0.054529571533203126,0.054774236679077146,0.054559850692749025,0.053896522521972655,0.05572552680969239,0.0552337646484375
inference_time,0.7941830635070801,0.7467210292816162,0.7461290836334229,0.7825376510620118,0.7353254318237304,0.7997554302215576,0.7325968265533447,0.6976956844329834,0.6795578002929688,0.6875471591949464,0.6952131748199463,0.690644645690918,0.6726312637329102,0.6787991523742676,0.6367080688476563,0.6261317253112793,0.6606973171234131,0.6626957416534424,0.5961297512054443,0.5457900524139405,0.5373227596282959,0.5607949256896972,0.5380376815795899,0.5504834651947021,0.5746238708496093,0.50334153175354,0.5223531246185302,0.49078865051269527,0.4817926406860351,0.484817361831665,0.44060530662536623
nms_time,1.7034821033477783,1.632788896560669,1.6101152896881104,1.7540573120117189,1.6208516120910645,1.6833106994628906,1.6007931232452393,1.6651507377624513,1.6909313201904297,1.6957130908966065,1.7764447689056397,1.7675710201263428,1.8881889343261717,1.9918809413909913,1.8554912090301514,1.9753567695617678,2.0069846153259276,1.8013226985931396,2.1073463439941404,1.9641737937927248,2.186408185958862,2.023336887359619,2.017910289764404,1.9807040214538576,2.1153308391571044,2.0960660457611087,2.1007641792297362,2.0861802101135254,2.137844753265381,2.2438403606414794,2.002106237411499
